,0
12045,neutral
12046,excited
12047,excited
12048,neutral
12049,neutral
12050,excited
12051,neutral
12052,excited
12053,question
12054,excited
12055,question
12056,neutral
12057,excited
12058,bored
12059,bored
12060,excited
12061,neutral
12062,excited
12063,excited
12064,neutral
12065,neutral
12066,bored
12067,question
12068,question
12069,question
12070,excited
12071,bored
12072,bored
12073,excited
12074,excited
12075,question
12076,bored
12077,excited
12078,neutral
12079,question
12080,excited
12081,question
12082,question
12083,excited
12084,bored
12085,question
12086,neutral
12087,question
12088,bored
12089,neutral
12090,bored
12091,bored
12092,question
12093,question
12094,question
12095,neutral
12096,excited
12097,bored
12098,bored
12099,neutral
12100,neutral
12101,neutral
12102,neutral
12103,excited
12104,bored
12105,question
12106,question
12107,neutral
12108,question
12109,bored
12110,neutral
12111,excited
12112,neutral
12113,excited
12114,bored
12115,neutral
12116,bored
12117,bored
12118,excited
12119,neutral
12120,excited
12121,bored
12122,excited
12123,bored
12124,bored
12125,neutral
12126,question
12127,question
12128,question
12129,neutral
12130,question
12131,bored
12132,neutral
12133,question
12134,question
12135,neutral
12136,question
12137,neutral
12138,excited
12139,neutral
12140,question
12141,question
12142,question
12143,bored
12144,question
12145,bored
12146,bored
12147,excited
12148,bored
12149,bored
12150,neutral
12151,excited
12152,neutral
12153,question
12154,neutral
12155,question
12156,bored
12157,bored
12158,bored
12159,excited
12160,question
12161,excited
12162,bored
12163,neutral
12164,excited
12165,question
12166,bored
12167,question
12168,question
12169,bored
12170,bored
12171,bored
12172,question
12173,neutral
12174,question
12175,bored
12176,bored
12177,bored
12178,question
12179,bored
12180,excited
12181,bored
12182,excited
12183,neutral
12184,excited
12185,neutral
12186,bored
12187,neutral
12188,excited
12189,bored
12190,neutral
12191,excited
12192,bored
12193,neutral
12194,question
12195,question
12196,bored
12197,question
12198,neutral
12199,question
12200,bored
12201,question
12202,neutral
12203,excited
12204,excited
12205,question
12206,bored
12207,neutral
12208,excited
12209,question
12210,neutral
12211,neutral
12212,question
12213,excited
12214,bored
12215,bored
12216,question
12217,question
12218,bored
12219,excited
12220,excited
12221,neutral
12222,question
12223,bored
12224,neutral
12225,excited
12226,question
12227,excited
12228,excited
12229,bored
12230,neutral
12231,neutral
12232,question
12233,neutral
12234,bored
12235,question
12236,neutral
12237,excited
12238,bored
12239,bored
12240,bored
12241,question
12242,bored
12243,excited
12244,excited
12245,question
12246,question
12247,excited
12248,bored
12249,excited
12250,question
12251,question
12252,excited
12253,neutral
12254,bored
12255,question
12256,question
12257,excited
12258,excited
12259,neutral
12260,bored
12261,neutral
12262,question
12263,excited
12264,question
12265,neutral
12266,question
12267,question
12268,neutral
12269,bored
12270,question
12271,neutral
12272,neutral
12273,neutral
12274,question
12275,neutral
12276,question
12277,neutral
12278,bored
12279,neutral
12280,excited
12281,question
12282,bored
12283,question
12284,question
12285,neutral
12286,neutral
12287,neutral
12288,question
12289,question
12290,bored
12291,excited
12292,excited
12293,excited
12294,excited
12295,question
12296,neutral
12297,neutral
12298,excited
12299,bored
12300,neutral
12301,excited
12302,neutral
12303,neutral
12304,bored
12305,bored
12306,excited
12307,question
12308,bored
12309,excited
12310,bored
12311,neutral
12312,excited
12313,neutral
12314,excited
12315,bored
12316,question
12317,neutral
12318,question
12319,bored
12320,neutral
12321,excited
12322,neutral
12323,excited
12324,bored
12325,question
12326,bored
12327,bored
12328,bored
12329,question
12330,question
12331,neutral
12332,neutral
12333,bored
12334,bored
12335,question
12336,excited
12337,bored
12338,neutral
12339,neutral
12340,neutral
12341,question
12342,excited
12343,question
12344,question
12345,bored
12346,excited
12347,neutral
12348,question
12349,question
12350,neutral
12351,question
12352,bored
12353,bored
12354,question
12355,excited
12356,bored
12357,excited
12358,question
12359,neutral
12360,neutral
12361,excited
12362,bored
12363,excited
12364,question
12365,excited
12366,neutral
12367,excited
12368,question
12369,question
12370,bored
12371,bored
12372,excited
12373,question
12374,neutral
12375,question
12376,bored
12377,neutral
12378,bored
12379,question
12380,neutral
12381,question
12382,neutral
12383,excited
12384,excited
12385,bored
12386,bored
12387,bored
12388,bored
12389,excited
12390,question
12391,neutral
12392,excited
12393,question
12394,bored
12395,bored
12396,bored
12397,bored
12398,excited
12399,neutral
12400,excited
12401,bored
12402,question
12403,bored
12404,bored
12405,neutral
12406,neutral
12407,question
12408,neutral
12409,question
12410,question
12411,question
12412,question
12413,question
12414,question
12415,bored
12416,question
12417,excited
12418,question
12419,bored
12420,question
12421,question
12422,excited
12423,neutral
12424,neutral
12425,question
12426,neutral
12427,excited
12428,bored
12429,bored
12430,bored
12431,excited
12432,neutral
12433,bored
12434,question
12435,excited
12436,question
12437,bored
12438,excited
12439,excited
12440,question
12441,neutral
12442,question
12443,bored
12444,bored
12445,excited
12446,bored
12447,bored
12448,question
12449,neutral
12450,excited
12451,question
12452,neutral
12453,bored
12454,bored
12455,bored
12456,bored
12457,excited
12458,excited
12459,neutral
12460,excited
12461,question
12462,excited
12463,excited
12464,excited
12465,question
12466,bored
12467,question
12468,neutral
12469,excited
12470,question
12471,question
12472,question
12473,excited
12474,excited
12475,excited
12476,bored
12477,neutral
12478,excited
12479,neutral
12480,excited
12481,bored
12482,excited
12483,excited
12484,neutral
12485,neutral
12486,excited
12487,excited
12488,excited
12489,neutral
12490,question
12491,excited
12492,bored
12493,neutral
12494,question
12495,excited
12496,excited
12497,bored
12498,excited
12499,bored
12500,excited
12501,question
12502,bored
12503,question
12504,neutral
12505,excited
12506,bored
12507,question
12508,bored
12509,bored
12510,bored
12511,excited
12512,excited
12513,neutral
12514,excited
12515,excited
12516,question
12517,neutral
12518,question
12519,excited
12520,bored
12521,excited
12522,question
12523,bored
12524,excited
12525,question
12526,question
12527,question
12528,question
12529,neutral
12530,question
12531,bored
12532,bored
12533,neutral
12534,neutral
12535,question
12536,bored
12537,question
12538,question
12539,excited
12540,neutral
12541,bored
12542,neutral
12543,excited
12544,bored
12545,neutral
12546,question
12547,excited
12548,bored
12549,question
12550,question
12551,neutral
12552,neutral
12553,question
12554,question
12555,neutral
12556,bored
12557,excited
12558,excited
12559,question
12560,bored
12561,neutral
12562,bored
12563,neutral
12564,question
12565,question
12566,neutral
12567,neutral
12568,excited
12569,neutral
12570,excited
12571,excited
12572,excited
12573,question
12574,neutral
12575,excited
12576,neutral
12577,excited
12578,excited
12579,excited
12580,excited
12581,neutral
12582,excited
12583,excited
12584,excited
12585,bored
12586,question
12587,excited
12588,question
12589,excited
12590,bored
12591,bored
12592,question
12593,excited
12594,bored
12595,bored
12596,excited
12597,bored
12598,neutral
12599,excited
12600,question
12601,bored
12602,question
12603,question
12604,neutral
12605,neutral
12606,neutral
12607,excited
12608,neutral
12609,excited
12610,neutral
12611,excited
12612,excited
12613,bored
12614,question
12615,neutral
12616,bored
12617,excited
12618,question
12619,bored
12620,excited
12621,neutral
12622,excited
12623,neutral
12624,neutral
12625,neutral
12626,bored
12627,question
12628,question
12629,neutral
12630,excited
12631,bored
12632,question
12633,question
12634,excited
12635,question
12636,question
12637,question
12638,excited
12639,bored
12640,bored
12641,neutral
12642,neutral
12643,question
12644,neutral
12645,bored
12646,neutral
12647,bored
12648,question
12649,bored
12650,excited
12651,excited
12652,question
12653,excited
12654,question
12655,question
12656,neutral
12657,question
12658,excited
12659,question
12660,question
12661,excited
12662,bored
12663,excited
12664,bored
12665,excited
12666,bored
12667,excited
12668,bored
12669,excited
12670,bored
12671,question
12672,excited
12673,excited
12674,excited
12675,neutral
12676,neutral
12677,neutral
12678,bored
12679,question
12680,neutral
12681,neutral
12682,excited
12683,neutral
12684,neutral
12685,question
12686,excited
12687,bored
12688,excited
12689,question
12690,bored
12691,neutral
12692,bored
12693,bored
12694,bored
12695,neutral
12696,excited
12697,question
12698,excited
12699,bored
12700,neutral
12701,excited
12702,question
12703,question
12704,neutral
12705,neutral
12706,neutral
12707,excited
12708,excited
12709,bored
12710,bored
12711,neutral
12712,neutral
12713,excited
12714,question
12715,bored
12716,excited
12717,question
12718,question
12719,bored
12720,neutral
12721,excited
12722,bored
12723,bored
12724,neutral
12725,neutral
12726,bored
12727,bored
12728,bored
12729,bored
12730,excited
12731,excited
12732,question
12733,question
12734,neutral
12735,excited
12736,excited
12737,bored
12738,question
12739,bored
12740,question
12741,question
12742,question
12743,excited
12744,question
12745,bored
12746,bored
12747,bored
12748,excited
12749,bored
12750,neutral
12751,question
12752,neutral
12753,question
12754,excited
12755,neutral
12756,bored
12757,question
12758,question
12759,neutral
12760,bored
12761,excited
12762,bored
12763,bored
12764,neutral
12765,neutral
12766,question
12767,excited
12768,bored
12769,question
12770,question
12771,neutral
12772,neutral
12773,neutral
12774,excited
12775,excited
12776,excited
12777,bored
12778,neutral
12779,excited
12780,excited
12781,question
12782,neutral
12783,excited
12784,bored
12785,neutral
12786,excited
12787,question
12788,excited
12789,question
12790,bored
12791,excited
12792,neutral
12793,neutral
12794,excited
12795,neutral
12796,neutral
12797,question
12798,bored
12799,neutral
12800,bored
12801,neutral
12802,question
12803,neutral
12804,neutral
12805,neutral
12806,bored
12807,question
12808,bored
12809,neutral
12810,excited
12811,bored
12812,excited
12813,neutral
12814,question
12815,excited
12816,bored
12817,excited
12818,question
12819,neutral
12820,question
12821,excited
12822,bored
12823,neutral
12824,excited
12825,neutral
12826,bored
12827,neutral
12828,excited
12829,question
12830,bored
12831,bored
12832,excited
12833,neutral
12834,question
12835,neutral
12836,neutral
12837,bored
12838,excited
12839,neutral
12840,excited
12841,excited
12842,neutral
12843,bored
12844,excited
12845,neutral
12846,neutral
12847,neutral
12848,bored
12849,question
12850,neutral
12851,excited
12852,question
12853,neutral
12854,neutral
12855,question
12856,excited
12857,neutral
12858,neutral
12859,excited
12860,excited
12861,question
12862,excited
12863,bored
12864,excited
12865,bored
12866,neutral
12867,question
12868,bored
12869,question
12870,question
12871,neutral
12872,neutral
12873,bored
12874,excited
12875,bored
12876,excited
12877,bored
12878,excited
12879,bored
12880,neutral
12881,neutral
12882,excited
12883,bored
12884,bored
12885,bored
12886,bored
12887,neutral
12888,question
12889,excited
12890,question
12891,excited
12892,excited
12893,bored
12894,neutral
12895,bored
12896,neutral
12897,neutral
12898,bored
12899,question
12900,neutral
12901,question
12902,neutral
12903,question
12904,excited
12905,neutral
12906,excited
12907,neutral
12908,neutral
12909,excited
12910,question
12911,question
12912,bored
12913,neutral
12914,question
12915,bored
12916,neutral
12917,excited
12918,excited
12919,question
12920,neutral
12921,neutral
12922,neutral
12923,question
12924,bored
12925,question
12926,excited
12927,excited
12928,excited
12929,question
12930,bored
12931,question
12932,excited
12933,question
12934,question
12935,excited
12936,question
12937,excited
12938,bored
12939,bored
12940,question
12941,excited
12942,question
12943,excited
12944,question
12945,excited
12946,bored
12947,question
12948,excited
12949,neutral
12950,excited
12951,question
12952,question
12953,excited
12954,neutral
12955,excited
12956,excited
12957,question
12958,bored
12959,question
12960,excited
12961,bored
12962,neutral
12963,neutral
12964,question
12965,excited
12966,neutral
12967,question
12968,neutral
12969,question
12970,excited
12971,question
12972,excited
12973,bored
12974,bored
12975,question
12976,neutral
12977,neutral
12978,excited
12979,neutral
12980,bored
12981,bored
12982,question
12983,neutral
12984,bored
12985,bored
12986,question
12987,question
12988,excited
12989,bored
12990,excited
12991,neutral
12992,bored
12993,excited
12994,question
12995,excited
12996,question
12997,neutral
12998,neutral
12999,bored
13000,excited
13001,excited
13002,excited
13003,question
13004,bored
13005,question
13006,neutral
13007,bored
13008,excited
13009,neutral
13010,excited
13011,neutral
13012,bored
13013,question
13014,neutral
13015,neutral
